Cases,Pop_Estimate,Median_Income,Unemployment,Less_Highschool,Highschool,Associates,Bachelors,PCTPov_All,Pop_Density
114,6525,61029,5.3,9.6,33.7,35.3,21.3,8.7,4.85E-06
180,14070,34078,10.1,26.1,27.8,35.7,10.4,40.1,2.59E-06
2409,115926,58919,5.3,6.5,27.5,34.5,31.5,12,1.61E-05
70,2832,49999,3.8,7.6,36,36.1,20.3,14.5,3.81E-07
90,2163,58012,3.2,7.2,36.3,34.2,22.3,10.4,9.70E-07
373,10331,49088,6.4,10.4,35.5,36.8,17.3,19.6,3.62E-06
37,2322,56507,4.1,6.6,40.1,31.6,21.6,12.6,1.57E-06
137,6319,54666,4.1,8.9,37.2,32.1,21.8,11.5,1.62E-06
69,3121,70472,3.9,5.1,30.6,32.2,32.1,7.7,8.34E-07
31,1391,61791,2.8,4.4,33.7,36.9,25,8.2,5.33E-07
64,10313,34015,6.4,20.1,31.7,32.5,15.6,43.4,2.87E-06
127,5377,50503,3.1,9.1,41.1,27.5,22.3,18.8,1.29E-06
199,8368,63852,3.9,8,33.7,34.6,23.7,10.1,5.24E-06
605,16192,83910,5.1,7.4,29.5,32.5,30.6,6.3,1.36E-05
148,5336,51472,6.1,10,38,27.1,24.9,15.1,2.91E-06
555,22742,60868,4.6,9.1,35.4,29.8,25.7,10.1,1.68E-05
53,2656,33508,4.8,15.9,41.3,26.4,16.4,47.7,5.23E-07
413,12363,45874,7.5,15.7,42.5,31.4,10.4,15.2,1.69E-05
1015,34540,54558,8.6,16.5,40.5,24.6,18.4,12.8,2.34E-05
1927,54910,65226,6.4,13.8,32.4,27.4,26.4,9.7,9.25E-05
1967,54208,49836,7.8,15.5,40.4,27.9,16.2,14.5,4.87E-05
744,25696,45469,8.7,17.4,45.4,24.6,12.6,17,1.76E-05
876,24827,44334,6.5,19.7,45.7,24.3,10.3,15.5,3.12E-05
2896,98360,50401,7.5,11.1,35.3,27.9,25.6,17.6,6.82E-05
1037,28924,47675,7.6,18.5,38.7,30.1,12.8,15.3,2.24E-05
1264,35016,58151,9.1,14.6,41.4,29.4,14.7,13.1,3.60E-05
4030,99590,66434,8.1,9.8,35.7,31.4,23,8.5,6.27E-05
426,12532,48334,8.6,16.2,45.4,28.6,9.8,16.1,2.48E-05
1868,47177,50506,8,17.6,41.5,27.5,13.4,16.5,2.87E-05
8351,214251,57606,7.6,7.1,28.5,36,28.5,12,0.000153428
267,6438,61804,5.4,14.1,39.9,23.3,22.7,10,1.92E-05
809,21431,43952,6.5,19.7,48.5,22.4,9.4,22,1.58E-05
778,30131,44061,7,16.5,44.8,23.4,15.3,14.6,2.14E-05
700,22566,43636,6.3,19.4,46.7,21.2,12.8,17.1,2.01E-05
188,8099,42939,9.5,25.1,38.5,24.9,11.5,14.4,7.54E-06
175,5061,41860,6.1,25.6,38.2,26.7,9.4,17.8,1.20E-05
861,16835,45922,6.9,17.6,39.4,31.1,11.9,15.3,1.50E-05
2687,80929,49083,6.6,13.4,36.5,23.6,26.4,16.1,7.79E-05
1191,33443,47599,9.8,19.2,36.8,27,16.9,15.4,4.09E-05
1875,53841,50561,6.6,11.1,36.3,32.9,19.8,14.6,5.76E-05
2984,72275,65790,6.1,12.8,38.1,29.5,19.6,10.5,5.86E-05
13797,339261,69614,6.9,8.2,27.8,31.7,32.2,10,0.00021153
856,22090,38750,8.6,20.2,44.3,26.3,9.2,22,1.60E-05
566,15176,46876,7.8,18.4,39.1,27.4,15.1,17.4,2.20E-05
4289,99244,54476,9.6,15,37.2,30.3,17.4,12.9,6.47E-05
26945,936017,52659,9.7,11.6,27.5,29.3,31.6,17.2,0.000473298
676,20285,54570,6,14.7,46.5,24.3,14.4,15.3,2.49E-05
417,13859,52177,6.6,12.8,44.8,26.8,15.6,12.9,1.16E-05
5513,158755,51303,7.2,12.8,34.7,28.8,23.6,15.1,0.000148273
7445,195561,69391,6.5,10.3,30.9,30.7,28.1,8.6,0.000142626
1796,61918,61436,6.9,12.2,37.6,32.9,17.3,10.5,5.22E-05
316,11455,51982,6.1,15.6,38.4,32.3,13.8,15.8,3.87E-05
560,17755,44548,8.3,15,39.4,30.8,14.8,15.8,3.68E-05
613,20187,48106,6.9,22.9,44.8,22.4,9.9,18.3,3.49E-05
232,5947,44451,8.7,21,50.8,20.5,7.8,15.5,8.40E-06
1124,41605,46144,8.9,20.5,43.3,21.6,14.5,15.9,3.71E-05
4258,130367,51879,6.4,11.2,28.9,28.1,31.8,15.8,0.00015417
488,16524,45091,7.1,19.8,46.6,23.8,9.7,17.3,8.69E-06
913,33334,42506,5.8,14.9,38.9,24.6,21.6,17.7,2.22E-05
839,27707,43583,7.1,16.8,45.7,25.2,12.3,16,2.84E-05
9620,245348,119637,4.8,4.7,13.3,22.2,59.8,4.3,0.000162523
6085,148130,80080,6.3,8.4,29,30.2,32.4,7.4,0.000100147
38,1363,40449,4.9,23.8,26.9,32.5,16.8,18.9,5.84E-07
114,4765,68626,13.6,20.5,32.8,32,14.7,9.6,2.34E-06
108,3513,54165,8.9,23,33.5,29.5,14,13.8,4.83E-07
303,5567,38871,5.2,24,35.9,27,13.2,22.1,2.39E-06
88,2149,44462,6.5,33.7,35,21.1,10.2,19.7,2.18E-07
501,7273,55793,2.8,29.6,28,26.6,15.8,11.4,1.87E-06
105112,2635888,61807,7.7,20.7,22.6,25.3,31.5,14,0.001167037
306,12974,48165,8.7,30.1,32.3,23.4,14.2,20.6,5.56E-06
492,18277,46178,3.6,26.2,36.6,25.3,12,17,4.71E-06
167,5349,51348,5.5,12.2,32,30.6,25.1,16,8.04E-06
35055,919324,90910,6.5,7.5,17.8,29.6,45.1,6.5,0.000403998
487,20174,52544,6,19.2,39.1,29.1,12.6,17.1,8.57E-06
51,2140,41973,6.3,15.6,35.8,30.1,18.5,19.4,9.16E-07
1537,9925,40315,6.4,33.6,36.2,16.6,13.6,25.3,2.88E-06
138,3308,41093,4.4,11.3,34,36.8,17.9,16.4,1.38E-06
358,11058,37100,12.1,31.4,30.7,28.9,9,23.9,2.38E-06
516,18388,46991,6.7,15.6,31.6,36.8,16,16.7,7.66E-06
5576,167701,65564,11,24,30.3,30.2,15.4,12.1,7.21E-05
65,1923,40424,3.5,27.9,22.7,31.3,18.2,20.7,3.51E-07
9396,191760,78341,6,13.8,27.7,34.2,24.3,8.7,7.91E-05
35186,841286,48629,8.3,21.5,23.7,31.4,23.3,18.8,0.000320595
1148,43224,53044,5.7,11.7,26.3,30.5,31.5,15.2,1.54E-05
886,17275,41484,6,23.1,38.4,26,12.4,21.6,8.71E-06
1599,35913,56123,4.7,14.5,35.2,32.8,17.4,13.2,1.56E-05
1391,25547,62195,4.7,13.9,39.1,27.3,19.7,10.9,1.04E-05
77,3784,51053,4.5,13.9,34.7,32.8,18.6,13.3,1.63E-06
283,5672,45022,6.2,25.8,27.7,30.6,15.9,17.3,2.21E-06
52,1135,38615,4.2,18.1,32,33.6,16.2,17,6.22E-07
30336,839706,101361,7.7,9.4,17.9,26.5,46.2,6.6,0.000376299
280,10821,50630,5.3,8.7,27.9,36.8,26.6,14.4,1.47E-05
940,19874,52511,8.3,17.4,33.2,34.2,15.3,15.5,8.74E-06
1021,20379,40360,5.7,33.8,34.2,24.7,7.3,27.7,6.94E-06
200,21996,67171,5.6,38.2,29.8,20.5,11.4,13.2,5.65E-06
17237,345089,73214,8.7,11,24.9,33,31.1,11.3,0.000351614
221,6222,48975,6.8,38.4,28.6,19.1,13.9,24.2,2.69E-06
1118,26960,62143,4.8,11,29.9,26.8,32.2,8.5,9.84E-06
16,1439,93759,3.6,30.6,18.7,23.6,27.2,7.9,6.17E-07
163,7626,56758,7.7,17,26.5,39.2,17.3,13.4,3.46E-06
1089,20948,48425,5.4,23.3,44.1,19.6,13.1,16.2,7.58E-06
620,21658,52543,8.1,19.8,32.7,33.5,13.9,14.5,9.03E-06
4621,138318,57439,5.9,11.3,30.1,38.2,20.4,11.6,5.73E-05
4175,124229,53137,8.3,15.9,28.2,34.6,21.3,16.5,0.000175452
1849,29614,51651,8,19.4,34.8,30,15.7,15.9,1.45E-05
7614,170608,78801,6.1,11.3,30.5,30.1,28.2,7.4,9.26E-05
959,32754,49187,6.8,23.4,34.7,24.7,17.1,17.9,1.26E-05
227,2939,35940,5.8,20.4,30,33.8,15.9,25.4,1.28E-06
277,8557,52505,4.5,16,35.8,25.8,22.4,14.3,3.95E-06
279,5279,58703,3.5,32.2,26.7,26,15.1,11.7,2.22E-06
117,4011,40057,4.4,21.1,32.7,32.5,13.7,19.2,2.23E-06
2231,58305,62616,9,12,38.2,32.9,16.8,12.1,2.53E-05
154097,4738253,61638,8.9,18.6,23.4,26.6,31.5,15,0.001072863
2260,66386,55171,7.9,14.7,34,32.2,19.1,17.8,2.85E-05
316,5443,72796,2.1,17.4,37.5,27.2,17.8,8.6,1.44E-06
130,5754,38613,4.3,29.7,35.1,23.4,11.9,20.7,2.46E-06
8401,241365,72890,6.3,9.9,23.3,29.5,37.2,11.2,0.000137453
233,3777,71299,4.4,17.9,31.5,29.4,21.2,9.1,1.61E-06
2164,83792,49896,6.4,16.5,34.4,31.8,17.3,17.5,3.70E-05
36043,875200,41656,11.6,34.3,23.5,23.5,18.7,26.9,0.00021511
2248,37006,53210,6.3,16.5,34.9,31.3,17.4,13.1,1.49E-05
912,22921,51149,7.9,23.8,26.7,33.7,15.8,15.5,9.74E-06
2554,63527,74534,6.6,10.6,30,33,26.4,9.2,5.83E-05
815,37170,50332,5.1,15.1,35.7,29.2,20.1,14.7,1.87E-05
498,22835,43601,5.3,18.8,36.2,29.8,15.2,20.9,7.16E-06
700,36540,61112,8.1,20,33.7,33.7,12.6,17,1.57E-05
78,4906,39309,8,44.5,30.6,14.2,10.7,28,4.14E-07
2244,99807,57513,6.5,15.5,34,30.6,19.9,14.8,4.59E-05
818,20677,57936,7.2,14,34.4,37.5,14,11.4,9.00E-06
55,1564,68630,6,6.8,37.6,40.5,15,7.4,5.74E-07
183,9056,55358,7,18,40,28.6,13.5,15.6,3.84E-06
708,14854,55800,5.8,17.6,31.1,34.8,16.5,13.8,6.91E-06
1202,35375,47252,11.2,15,44.7,27.4,12.9,19.5,1.46E-05
82,2220,53362,5.1,21.1,20.1,28.2,30.5,12.7,3.79E-07
5829,250127,55173,11.9,15.8,31.9,32.6,19.7,16.9,0.000110198
282,5184,38788,9.5,25.5,37.6,23.5,13.4,22.8,1.76E-06
1391,40452,44444,13,25.1,36.6,26.1,12.2,21,1.81E-05
8573,179575,66538,6.5,14.3,35.9,31.1,18.7,11,9.57E-05
431,19875,51094,7,21.6,38.6,28.1,11.7,20.4,8.26E-06
827,15562,54843,6.3,24.3,36.9,23.5,15.3,21,8.04E-06
6601,143198,75009,6.5,14.2,32.4,32.9,20.5,9.8,7.08E-05
1813,48523,94899,5,7.2,20.6,30.1,42.1,7.4,2.83E-05
17,379,46132,5.4,73.6,20.2,5.2,1,14.2,1.00E-07
49,786,52591,3.9,14.2,32.6,27.8,25.4,11.5,3.36E-07
2071,52869,57789,5.9,11.4,27.2,34.1,27.4,12.5,1.85E-05
61,4396,44757,5.1,14.9,32.9,29.7,22.5,17,1.36E-06
8,283,71256,1.7,20.3,34.8,24.1,20.9,11,1.20E-07
203,3670,47076,6,21.5,36.8,29.6,12.1,18.9,1.04E-06
897,30338,47169,8.4,21.6,26.7,27.2,24.6,23.3,1.33E-05
127,3683,40808,5.6,18.1,34.3,27.5,20.1,19.1,1.67E-06
1846,49905,47061,6.5,15.7,33.1,32.5,18.7,18.4,2.12E-05
624,12710,42719,5.2,25.1,32.4,28.1,14.4,18.5,4.83E-06
1418,21789,58817,5.4,9,29.4,41.7,19.9,12.4,1.18E-05
392,7500,41683,6.8,36.4,38.6,17.5,7.5,26.6,1.95E-06
779,20216,52632,5.2,14.4,40.9,28.1,16.7,11,8.05E-06
1198,17397,59250,4.9,15.4,36.2,33.9,14.6,10.7,1.07E-05
850,17493,50522,7.8,18.2,40,27.7,14,14.4,6.29E-06
3494,91547,53274,10.6,22.7,37.8,29.8,9.7,14.4,3.05E-05
1479,23340,43644,7.1,18.9,33.2,33.1,14.8,19.2,9.95E-06
108,3111,65388,4.2,17.9,32.6,29.9,19.7,12.4,1.29E-06
276,12324,54163,7.5,23.1,34.1,30.6,12.2,16.5,4.58E-06
982,21958,55617,5.7,14.2,26.5,34,25.3,10.8,9.08E-06
1,181,88487,1.7,19.7,19.7,60.6,0,7.1,1.04E-07
6756,314772,54733,5.7,13.8,25.6,30.4,30.1,17.9,0.000135701
101,6025,45737,5.4,24.6,29.4,28.7,17.3,16,2.61E-06
128,7823,43262,7.5,23.2,27.6,31.9,17.3,17.6,2.83E-06
7870,259730,51078,6.2,15.1,27,33.6,24.2,18,9.67E-05
19,721,68349,2.8,7.3,32.7,31.3,28.8,10.5,2.44E-07
832,14427,46274,7.2,19.2,38.5,27.6,14.7,17.8,1.20E-05
276,9960,37876,8.2,14.8,41,29.4,14.7,21.4,1.01E-05
95,5816,68745,6.1,22.6,33,26.1,18.3,12.1,2.45E-06
130,4344,54914,5.6,12.3,26.7,33.4,27.6,11.7,1.81E-06
2026,36725,49276,10.5,19.4,31.6,31.5,17.4,17.5,1.30E-05
3983,58378,40017,15,40.5,22.6,24.2,12.7,26.9,1.76E-05
2217,52358,60695,6.3,16.8,31,32.3,19.8,12.2,1.53E-05
38,2124,38425,5.2,22.1,36.1,23.8,18,20.7,9.09E-07
6136,177863,85811,8.1,15.5,25.7,31.5,27.4,9.9,7.63E-05
1053,24708,48989,7.1,18.6,38.1,29.2,14.1,16.3,9.38E-06
377,4840,46876,4.1,17,31.9,32.8,18.3,13.2,2.50E-06
107,8202,44457,7.9,21.3,40.3,27.1,11.3,19.5,3.48E-06
656,19962,53649,6.6,14.3,37.6,31.2,16.9,12.9,8.28E-06
25649,626351,88833,7.5,12.3,22.8,30.4,34.5,8.9,0.000231949
387,20654,55099,3.8,32.7,26.2,26.9,14.3,11.9,8.86E-06
366,12393,43304,11.4,11.4,41.4,32.8,14.3,18.1,1.90E-05
42,1185,40217,4.6,12.5,31.3,39.4,16.8,17.6,4.62E-07
1472,64753,46207,6.6,17.1,28.6,29.8,24.5,20.9,2.64E-05
1745,50694,48649,6.2,21.6,29,33.5,15.9,13.4,1.94E-05
304,13414,45890,11,16.6,42.9,30.8,9.7,22.8,5.55E-06
282,14835,46389,5.3,17.7,35.1,31.9,15.2,17.5,6.28E-06
9842,363148,56079,9,17.2,29.3,31.7,21.8,16.5,0.000167255
227,9598,62567,5.8,25.6,33,25.8,15.6,11.4,4.04E-06
120,2135,59404,3.9,9.7,37.2,31.1,22,13.1,5.49E-07
3100,82878,62976,10.5,12.1,37.2,35.2,15.5,12.5,9.59E-05
1022,29320,50159,7,15.8,34.1,33.5,16.6,17.2,1.19E-05
578,23187,56882,8.4,17.1,31.4,35.3,16.1,14.3,1.10E-05
6798,148198,82501,5.9,11.4,28.8,33.4,26.4,8.2,6.33E-05
187,9522,50607,2.6,29.2,31.1,21.8,17.9,11.8,4.17E-06
349,15718,52763,8.1,30.9,35.9,23.3,9.8,18.7,1.27E-06
1038,52995,50416,8.7,18.4,39.5,29.1,13.1,16.7,1.94E-05
2127,116004,41138,5.5,23,32,30.1,14.9,20.3,4.93E-05
